2025-07-20 15:29:05.083 | INFO     | src.retrieval:extract:35 - Extracted ./local_knowledge/07_Reinforcement_Learning/2020 (JD) (SIGIR) [NICF] Neural Interactive Collaborative Filtering.pdf.
2025-07-20 15:31:27.070 | INFO     | src.retrieval:_build:136 - Index built 11/461:./local_knowledge/03_Ranking/Delayed-Feedback-Problem/2019 (Twitter) (RecSys) Addressing Delayed Feedback for Continuous Training with Neural Networks in CTR prediction.pdf.
2025-07-20 15:31:27.741 | INFO     | src.retrieval:extract:35 - Extracted ./local_knowledge/03_Ranking/Delayed-Feedback-Problem/2008 (KDD) Learning Classifiers from Only Positive and Unlabeled Data.pdf.
2025-07-20 15:31:36.148 | INFO     | src.retrieval:_build:136 - Index built 12/461:./local_knowledge/03_Ranking/Delayed-Feedback-Problem/2008 (KDD) Learning Classifiers from Only Positive and Unlabeled Data.pdf.
2025-07-20 15:31:36.467 | INFO     | src.retrieval:extract:35 - Extracted ./local_knowledge/03_Ranking/Delayed-Feedback-Problem/2021 (Alibaba) (AAAI) [ES-DFM] Capturing Delayed Feedback in Conversion Rate Prediction via Elapsed-Time Sampling.pdf.
2025-07-20 15:31:42.782 | INFO     | src.retrieval:_build:136 - Index built 13/461:./local_knowledge/03_Ranking/Delayed-Feedback-Problem/2021 (Alibaba) (AAAI) [ES-DFM] Capturing Delayed Feedback in Conversion Rate Prediction via Elapsed-Time Sampling.pdf.
2025-07-20 15:31:43.937 | INFO     | src.retrieval:extract:35 - Extracted ./local_knowledge/03_Ranking/Delayed-Feedback-Problem/2021 (Tencent) (SIGIR) Counterfactual Reward Modification for Streaming Recommendation with Delayed Feedback.pdf.
2025-07-20 15:32:00.841 | INFO     | src.retrieval:_build:136 - Index built 14/461:./local_knowledge/03_Ranking/Delayed-Feedback-Problem/2021 (Tencent) (SIGIR) Counterfactual Reward Modification for Streaming Recommendation with Delayed Feedback.pdf.
2025-07-20 15:32:01.322 | INFO     | src.retrieval:extract:35 - Extracted ./local_knowledge/03_Ranking/Delayed-Feedback-Problem/2014 (Criteo) (KDD) [DFM] Modeling Delayed Feedback in Display Advertising.pdf.
2025-07-20 15:32:09.574 | INFO     | src.retrieval:_build:136 - Index built 15/461:./local_knowledge/03_Ranking/Delayed-Feedback-Problem/2014 (Criteo) (KDD) [DFM] Modeling Delayed Feedback in Display Advertising.pdf.
2025-07-20 15:32:09.993 | INFO     | src.retrieval:extract:35 - Extracted ./local_knowledge/03_Ranking/Delayed-Feedback-Problem/2021 (Alibaba) (AAAI) [ESDF] Delayed Feedback Modeling for the Entire Space Conversion Rate Prediction.pdf.
2025-07-20 15:32:18.371 | INFO     | src.retrieval:_build:136 - Index built 16/461:./local_knowledge/03_Ranking/Delayed-Feedback-Problem/2021 (Alibaba) (AAAI) [ESDF] Delayed Feedback Modeling for the Entire Space Conversion Rate Prediction.pdf.
2025-07-20 15:32:18.950 | INFO     | src.retrieval:extract:35 - Extracted ./local_knowledge/03_Ranking/Delayed-Feedback-Problem/2020 (JD) (IJCAI) [TS-DL] An Attention-based Model for Conversion Rate Prediction with Delayed Feedback via Post-click Calibration.pdf.
2025-07-20 15:32:28.156 | INFO     | src.retrieval:_build:136 - Index built 17/461:./local_knowledge/03_Ranking/Delayed-Feedback-Problem/2020 (JD) (IJCAI) [TS-DL] An Attention-based Model for Conversion Rate Prediction with Delayed Feedback via Post-click Calibration.pdf.
2025-07-20 15:32:28.999 | INFO     | src.retrieval:extract:35 - Extracted ./local_knowledge/03_Ranking/Delayed-Feedback-Problem/2022 (Alibaba) (WWW) [DEFUSE] Asymptotically Unbiased Estimation for Delayed Feedback Modeling via Label Correction.pdf.
2025-07-20 15:32:43.630 | INFO     | src.retrieval:_build:136 - Index built 18/461:./local_knowledge/03_Ranking/Delayed-Feedback-Problem/2022 (Alibaba) (WWW) [DEFUSE] Asymptotically Unbiased Estimation for Delayed Feedback Modeling via Label Correction.pdf.
2025-07-20 15:32:44.170 | INFO     | src.retrieval:extract:35 - Extracted ./local_knowledge/03_Ranking/Delayed-Feedback-Problem/2018 (Arxiv) [NoDeF] A Nonparametric Delayed Feedback Model for Conversion Rate Prediction.pdf.
2025-07-20 15:32:53.505 | INFO     | src.retrieval:_build:136 - Index built 19/461:./local_knowledge/03_Ranking/Delayed-Feedback-Problem/2018 (Arxiv) [NoDeF] A Nonparametric Delayed Feedback Model for Conversion Rate Prediction.pdf.
2025-07-20 15:32:53.780 | INFO     | src.retrieval:extract:35 - Extracted ./local_knowledge/03_Ranking/Delayed-Feedback-Problem/2020 (SIGIR) [DLA-DF] Dual Learning Algorithm for Delayed Conversions.pdf.
2025-07-20 15:32:59.011 | INFO     | src.retrieval:_build:136 - Index built 20/461:./local_knowledge/03_Ranking/Delayed-Feedback-Problem/2020 (SIGIR) [DLA-DF] Dual Learning Algorithm for Delayed Conversions.pdf.
2025-07-20 15:32:59.375 | INFO     | src.retrieval:extract:35 - Extracted ./local_knowledge/03_Ranking/Delayed-Feedback-Problem/2020 (WWW) [FSIW] A Feedback Shift Correction in Predicting Conversion Rates under Delayed Feedback.pdf.
2025-07-20 15:33:07.823 | INFO     | src.retrieval:_build:136 - Index built 21/461:./local_knowledge/03_Ranking/Delayed-Feedback-Problem/2020 (WWW) [FSIW] A Feedback Shift Correction in Predicting Conversion Rates under Delayed Feedback.pdf.
2025-07-20 15:33:08.241 | INFO     | src.retrieval:extract:35 - Extracted ./local_knowledge/03_Ranking/Pre-training/2019 (Alibaba) (IJCAI) [DeepMCP] Representation Learning-Assisted Click-Through Rate Prediction.pdf.
2025-07-20 15:33:15.377 | INFO     | src.retrieval:_build:136 - Index built 22/461:./local_knowledge/03_Ranking/Pre-training/2019 (Alibaba) (IJCAI) [DeepMCP] Representation Learning-Assisted Click-Through Rate Prediction.pdf.
2025-07-20 15:33:16.014 | INFO     | src.retrieval:extract:35 - Extracted ./local_knowledge/03_Ranking/Pre-training/2019 (SIGIR) [BERT4Rec] (Alibaba) (SIGIR2019) BERT4Rec - Sequential Recommendation with Bidirectional Encoder Representations from Transformer.pdf.
2025-07-20 15:33:31.253 | INFO     | src.retrieval:_build:136 - Index built 23/461:./local_knowledge/03_Ranking/Pre-training/2019 (SIGIR) [BERT4Rec] (Alibaba) (SIGIR2019) BERT4Rec - Sequential Recommendation with Bidirectional Encoder Representations from Transformer.pdf.
2025-07-20 15:33:32.146 | INFO     | src.retrieval:extract:35 - Extracted ./local_knowledge/03_Ranking/2023 (Kuaishou) (Arixiv) [TWIN] TWIN - TWo-stage Interest Network for Lifelong User Behavior Modeling in CTR Prediction at Kuaishou.pdf.
2025-07-20 15:33:57.503 | INFO     | src.retrieval:_build:136 - Index built 24/461:./local_knowledge/03_Ranking/2023 (Kuaishou) (Arixiv) [TWIN] TWIN - TWo-stage Interest Network for Lifelong User Behavior Modeling in CTR Prediction at Kuaishou.pdf.
2025-07-20 15:33:58.117 | INFO     | src.retrieval:extract:35 - Extracted ./local_knowledge/03_Ranking/Trigger/2022 (Alibaba) (WWW) Deep Interest Highlight Network for Click-Through Rate Prediction in Trigger-Induced Recommendation.pdf.
2025-07-20 15:34:09.824 | INFO     | src.retrieval:_build:136 - Index built 25/461:./local_knowledge/03_Ranking/Trigger/2022 (Alibaba) (WWW) Deep Interest Highlight Network for Click-Through Rate Prediction in Trigger-Induced Recommendation.pdf.
2025-07-20 15:34:10.211 | INFO     | src.retrieval:extract:35 - Extracted ./local_knowledge/03_Ranking/2020 (Alibaba) (NIPS) Neuron-level Structured Pruning using Polarization Regularizer.pdf.
2025-07-20 15:34:20.786 | INFO     | src.retrieval:_build:136 - Index built 26/461:./local_knowledge/03_Ranking/2020 (Alibaba) (NIPS) Neuron-level Structured Pruning using Polarization Regularizer.pdf.
2025-07-20 15:34:21.351 | INFO     | src.retrieval:extract:35 - Extracted ./local_knowledge/03_Ranking/2023 (Google) (Arxiv) On the Factory Floor - ML Engineering for Industrial-Scale Ads Recommendation Models.pdf.
2025-07-20 15:34:34.066 | INFO     | src.retrieval:_build:136 - Index built 27/461:./local_knowledge/03_Ranking/2023 (Google) (Arxiv) On the Factory Floor - ML Engineering for Industrial-Scale Ads Recommendation Models.pdf.
2025-07-20 15:34:34.810 | INFO     | src.retrieval:extract:35 - Extracted ./local_knowledge/03_Ranking/2025 (Bytedance) ** (Arxiv) [LONGER] LONGER - Scaling Up Long Sequence Modeling in Industrial Recommenders.pdf.
2025-07-20 15:34:46.845 | INFO     | src.retrieval:_build:136 - Index built 28/461:./local_knowledge/03_Ranking/2025 (Bytedance) ** (Arxiv) [LONGER] LONGER - Scaling Up Long Sequence Modeling in Industrial Recommenders.pdf.
2025-07-20 15:35:56.961 | INFO     | src.retrieval:extract:35 - Extracted ./local_knowledge/03_Ranking/Loss/2024 (Tencent) (KDD) [BBP] Beyond Binary Preference - Leveraging Bayesian Approaches for Joint Optimization of Ranking and Calibration.pdf.
2025-07-20 15:36:11.844 | INFO     | src.retrieval:_build:136 - Index built 29/461:./local_knowledge/03_Ranking/Loss/2024 (Tencent) (KDD) [BBP] Beyond Binary Preference - Leveraging Bayesian Approaches for Joint Optimization of Ranking and Calibration.pdf.
2025-07-20 15:36:12.545 | INFO     | src.retrieval:extract:35 - Extracted ./local_knowledge/03_Ranking/Loss/2024 (Tencent) (KDD) Understanding the Ranking Loss for Recommendation with Sparse User Feedback.pdf.
2025-07-20 15:36:24.446 | INFO     | src.retrieval:_build:136 - Index built 30/461:./local_knowledge/03_Ranking/Loss/2024 (Tencent) (KDD) Understanding the Ranking Loss for Recommendation with Sparse User Feedback.pdf.
2025-07-20 15:36:25.059 | INFO     | src.retrieval:extract:35 - Extracted ./local_knowledge/03_Ranking/Loss/2023 (Alibaba) (KDD) Joint Optimization of Ranking and Calibration with Contextualized Hybrid Model.pdf.
2025-07-20 15:36:37.820 | INFO     | src.retrieval:_build:136 - Index built 31/461:./local_knowledge/03_Ranking/Loss/2023 (Alibaba) (KDD) Joint Optimization of Ranking and Calibration with Contextualized Hybrid Model.pdf.
2025-07-20 15:36:38.370 | INFO     | src.retrieval:extract:35 - Extracted ./local_knowledge/03_Ranking/Loss/2023 (Google) (CIKM) Regression Compatible Listwise Objectives for Calibrated Ranking with Binary Relevance.pdf.
2025-07-20 15:36:48.610 | INFO     | src.retrieval:_build:136 - Index built 32/461:./local_knowledge/03_Ranking/Loss/2023 (Google) (CIKM) Regression Compatible Listwise Objectives for Calibrated Ranking with Binary Relevance.pdf.
2025-07-20 15:36:49.230 | INFO     | src.retrieval:extract:35 - Extracted ./local_knowledge/03_Ranking/Loss/2022 (Google) (KDD) Scale Calibration of Deep Ranking Models.pdf.
2025-07-20 15:37:01.585 | INFO     | src.retrieval:_build:136 - Index built 33/461:./local_knowledge/03_Ranking/Loss/2022 (Google) (KDD) Scale Calibration of Deep Ranking Models.pdf.
2025-07-20 15:37:02.147 | INFO     | src.retrieval:extract:35 - Extracted ./local_knowledge/03_Ranking/Loss/2015 (Twitter) (KDD) Click-through Prediction for Advertising in Twitter Timeline.pdf.
2025-07-20 15:37:13.191 | INFO     | src.retrieval:_build:136 - Index built 34/461:./local_knowledge/03_Ranking/Loss/2015 (Twitter) (KDD) Click-through Prediction for Advertising in Twitter Timeline.pdf.
2025-07-20 15:37:13.463 | INFO     | src.retrieval:extract:35 - Extracted ./local_knowledge/03_Ranking/2016 (Google) (DLRS) **[Wide & Deep] Wide & Deep Learning for Recommender Systems.pdf.
2025-07-20 15:37:16.892 | INFO     | src.retrieval:_build:136 - Index built 35/461:./local_knowledge/03_Ranking/2016 (Google) (DLRS) **[Wide & Deep] Wide & Deep Learning for Recommender Systems.pdf.
2025-07-20 15:37:17.879 | INFO     | src.retrieval:extract:35 - Extracted ./local_knowledge/03_Ranking/Calibration/2023 Classifier Calibration with ROC-Regularized Isotonic Regression.pdf.
2025-07-20 15:37:25.667 | INFO     | src.retrieval:_build:136 - Index built 36/461:./local_knowledge/03_Ranking/Calibration/2023 Classifier Calibration with ROC-Regularized Isotonic Regression.pdf.
2025-07-20 15:37:26.532 | INFO     | src.retrieval:extract:35 - Extracted ./local_knowledge/03_Ranking/Calibration/2014 (TIST) Simple and scalable response prediction for display advertising.pdf.
2025-07-20 15:37:44.873 | INFO     | src.retrieval:_build:136 - Index built 37/461:./local_knowledge/03_Ranking/Calibration/2014 (TIST) Simple and scalable response prediction for display advertising.pdf.
2025-07-20 15:37:45.355 | INFO     | src.retrieval:extract:35 - Extracted ./local_knowledge/03_Ranking/Calibration/2014 (ADKDD) (Facebook) Practical Lessons from Predicting Clicks on Ads at Facebook.pdf.
2025-07-20 15:37:52.943 | INFO     | src.retrieval:_build:136 - Index built 38/461:./local_knowledge/03_Ranking/Calibration/2014 (ADKDD) (Facebook) Practical Lessons from Predicting Clicks on Ads at Facebook.pdf.
2025-07-20 15:37:53.254 | INFO     | src.retrieval:extract:35 - Extracted ./local_knowledge/03_Ranking/Classic/2016 (ICLR) [GRU4Rec] Session-based Recommendations with Recurrent Neural Networks.pdf.
2025-07-20 15:38:02.341 | INFO     | src.retrieval:_build:136 - Index built 39/461:./local_knowledge/03_Ranking/Classic/2016 (ICLR) [GRU4Rec] Session-based Recommendations with Recurrent Neural Networks.pdf.
2025-07-20 15:38:37.126 | INFO     | src.retrieval:extract:35 - Extracted ./local_knowledge/03_Ranking/Classic/2017 (Amazon) (IEEE) Two decades of recommender systems at Amazon.com.pdf.
2025-07-20 15:38:43.337 | INFO     | src.retrieval:_build:136 - Index built 40/461:./local_knowledge/03_Ranking/Classic/2017 (Amazon) (IEEE) Two decades of recommender systems at Amazon.com.pdf.
2025-07-20 15:38:43.903 | INFO     | src.retrieval:extract:35 - Extracted ./local_knowledge/03_Ranking/Feature-Crossing/2010 (ICDM) [FM] Factorization machines.pdf.
2025-07-20 15:38:49.394 | INFO     | src.retrieval:_build:136 - Index built 41/461:./local_knowledge/03_Ranking/Feature-Crossing/2010 (ICDM) [FM] Factorization machines.pdf.
2025-07-20 15:38:50.851 | INFO     | src.retrieval:extract:35 - Extracted ./local_knowledge/03_Ranking/Feature-Crossing/2021 (Google) (WWW) * [DCN V2] DCN V2 - Improved Deep & Cross Network and Practical Lessons for Web-scale Learning to Rank Systems.pdf.
2025-07-20 15:39:10.740 | INFO     | src.retrieval:_build:136 - Index built 42/461:./local_knowledge/03_Ranking/Feature-Crossing/2021 (Google) (WWW) * [DCN V2] DCN V2 - Improved Deep & Cross Network and Practical Lessons for Web-scale Learning to Rank Systems.pdf.
2025-07-20 15:39:11.572 | INFO     | src.retrieval:extract:35 - Extracted ./local_knowledge/03_Ranking/Feature-Crossing/2017 (IJCAI) [AFM] Attentional Factorization Machines Learning the Weight of Feature Interactions via Attention Networks.pdf.
2025-07-20 15:39:21.365 | INFO     | src.retrieval:_build:136 - Index built 43/461:./local_knowledge/03_Ranking/Feature-Crossing/2017 (IJCAI) [AFM] Attentional Factorization Machines Learning the Weight of Feature Interactions via Attention Networks.pdf.
2025-07-20 15:39:22.666 | INFO     | src.retrieval:extract:35 - Extracted ./local_knowledge/03_Ranking/Feature-Crossing/2023 (CIKM) * [GDCN] Towards Deeper, Lighter and Interpretable Cross Network for CTR Prediction.pdf.
2025-07-20 15:39:46.188 | INFO     | src.retrieval:_build:136 - Index built 44/461:./local_knowledge/03_Ranking/Feature-Crossing/2023 (CIKM) * [GDCN] Towards Deeper, Lighter and Interpretable Cross Network for CTR Prediction.pdf.
2025-07-20 15:39:46.594 | INFO     | src.retrieval:extract:35 - Extracted ./local_knowledge/03_Ranking/Feature-Crossing/2018 (Google) (WSDM) [Latent Cross] Latent Cross Making Use of Context in Recurrent Recommender Systems.pdf.
2025-07-20 15:39:57.359 | INFO     | src.retrieval:_build:136 - Index built 45/461:./local_knowledge/03_Ranking/Feature-Crossing/2018 (Google) (WSDM) [Latent Cross] Latent Cross Making Use of Context in Recurrent Recommender Systems.pdf.
2025-07-20 15:39:58.120 | INFO     | src.retrieval:extract:35 - Extracted ./local_knowledge/03_Ranking/Feature-Crossing/2019 (CIKM) ** [AutoInt] AutoInt - Automatic Feature Interaction Learning via Self-Attentive Neural Networks.pdf.
2025-07-20 15:40:11.465 | INFO     | src.retrieval:_build:136 - Index built 46/461:./local_knowledge/03_Ranking/Feature-Crossing/2019 (CIKM) ** [AutoInt] AutoInt - Automatic Feature Interaction Learning via Self-Attentive Neural Networks.pdf.
2025-07-20 15:40:12.103 | INFO     | src.retrieval:extract:35 - Extracted ./local_knowledge/03_Ranking/Feature-Crossing/2019 (Huawei) (WWW) [FGCNN] Feature Generation by Convolutional Neural Network for Click-Through Rate Prediction.pdf.
2025-07-20 15:40:27.976 | INFO     | src.retrieval:_build:136 - Index built 47/461:./local_knowledge/03_Ranking/Feature-Crossing/2019 (Huawei) (WWW) [FGCNN] Feature Generation by Convolutional Neural Network for Click-Through Rate Prediction.pdf.
2025-07-20 15:40:28.632 | INFO     | src.retrieval:extract:35 - Extracted ./local_knowledge/03_Ranking/Feature-Crossing/2016 (ECIR) [FNN] Deep Learning over Multi-field Categorical Data – A Case Study on User Response Prediction.pdf.
2025-07-20 15:40:35.793 | INFO     | src.retrieval:_build:136 - Index built 48/461:./local_knowledge/03_Ranking/Feature-Crossing/2016 (ECIR) [FNN] Deep Learning over Multi-field Categorical Data – A Case Study on User Response Prediction.pdf.
2025-07-20 15:40:36.053 | INFO     | src.retrieval:extract:35 - Extracted ./local_knowledge/03_Ranking/Feature-Crossing/2017 (Huawei)  (IJCAI) [DeepFM] DeepFM - A Factorization-Machine based Neural Network for CTR Prediction.pdf.
2025-07-20 15:40:42.210 | INFO     | src.retrieval:_build:136 - Index built 49/461:./local_knowledge/03_Ranking/Feature-Crossing/2017 (Huawei)  (IJCAI) [DeepFM] DeepFM - A Factorization-Machine based Neural Network for CTR Prediction.pdf.
2025-07-20 15:40:42.626 | INFO     | src.retrieval:extract:35 - Extracted ./local_knowledge/03_Ranking/Feature-Crossing/2019 (Sina) (Arxiv) [FAT-DeepFFM] FAT-DeepFFM - Field Attentive Deep Field-aware Factorization Machine.pdf.
2025-07-20 15:40:51.599 | INFO     | src.retrieval:_build:136 - Index built 50/461:./local_knowledge/03_Ranking/Feature-Crossing/2019 (Sina) (Arxiv) [FAT-DeepFFM] FAT-DeepFFM - Field Attentive Deep Field-aware Factorization Machine.pdf.
2025-07-20 15:40:52.075 | INFO     | src.retrieval:extract:35 - Extracted ./local_knowledge/03_Ranking/Feature-Crossing/2017 (Google) (ADKDD) [DCN] Deep & CrossNetwork for Ad Click Predictions.pdf.
2025-07-20 15:41:00.514 | INFO     | src.retrieval:_build:136 - Index built 51/461:./local_knowledge/03_Ranking/Feature-Crossing/2017 (Google) (ADKDD) [DCN] Deep & CrossNetwork for Ad Click Predictions.pdf.
2025-07-20 15:41:00.949 | INFO     | src.retrieval:extract:35 - Extracted ./local_knowledge/03_Ranking/Feature-Crossing/2022 (Alibaba) (WSDM) *  [CAN] CAN - Feature Co-Action Network for Click-Through Rate Prediction.pdf.
2025-07-20 15:41:13.376 | INFO     | src.retrieval:_build:136 - Index built 52/461:./local_knowledge/03_Ranking/Feature-Crossing/2022 (Alibaba) (WSDM) *  [CAN] CAN - Feature Co-Action Network for Click-Through Rate Prediction.pdf.
2025-07-20 15:41:13.826 | INFO     | src.retrieval:extract:35 - Extracted ./local_knowledge/03_Ranking/Feature-Crossing/2013 (Google) (KDD) [LR] Ad Click Prediction - a View from the Trenches.pdf.
2025-07-20 15:49:23.200 | INFO     | src.retrieval:_build:136 - Index built 53/461:./local_knowledge/03_Ranking/Feature-Crossing/2013 (Google) (KDD) [LR] Ad Click Prediction - a View from the Trenches.pdf.
2025-07-20 15:49:23.749 | INFO     | src.retrieval:extract:35 - Extracted ./local_knowledge/03_Ranking/Feature-Crossing/2019 (Tencent) (AAAI) [IFM] Interaction-aware Factorization Machines for Recommender Systems.pdf.
2025-07-20 15:49:32.598 | INFO     | src.retrieval:_build:136 - Index built 54/461:./local_knowledge/03_Ranking/Feature-Crossing/2019 (Tencent) (AAAI) [IFM] Interaction-aware Factorization Machines for Recommender Systems.pdf.
2025-07-20 15:49:33.079 | INFO     | src.retrieval:extract:35 - Extracted ./local_knowledge/03_Ranking/Feature-Crossing/2023 (Sina) (CIKM) [MemoNet] MemoNet - Memorizing All Cross Features’ Representations Efficiently via Multi-Hash Codebook Network for CTR Prediction.pdf.
2025-07-20 15:49:46.319 | INFO     | src.retrieval:_build:136 - Index built 55/461:./local_knowledge/03_Ranking/Feature-Crossing/2023 (Sina) (CIKM) [MemoNet] MemoNet - Memorizing All Cross Features’ Representations Efficiently via Multi-Hash Codebook Network for CTR Prediction.pdf.
2025-07-20 15:49:47.346 | INFO     | src.retrieval:extract:35 - Extracted ./local_knowledge/03_Ranking/Feature-Crossing/2018 (KDD) [xDeepFM] xDeepFM - Combining Explicit and Implicit Feature Interactions for Recommender Systems.pdf.
2025-07-20 15:50:00.467 | INFO     | src.retrieval:_build:136 - Index built 56/461:./local_knowledge/03_Ranking/Feature-Crossing/2018 (KDD) [xDeepFM] xDeepFM - Combining Explicit and Implicit Feature Interactions for Recommender Systems.pdf.
2025-07-20 15:50:00.996 | INFO     | src.retrieval:extract:35 - Extracted ./local_knowledge/03_Ranking/Feature-Crossing/2022 (Meta) ** (Arxiv) DHEN - A Deep and Hierarchical Ensemble Network for Large-Scale Click-Through Rate Prediction.pdf.
2025-07-20 15:57:53.856 | INFO     | src.retrieval:_build:136 - Index built 57/461:./local_knowledge/03_Ranking/Feature-Crossing/2022 (Meta) ** (Arxiv) DHEN - A Deep and Hierarchical Ensemble Network for Large-Scale Click-Through Rate Prediction.pdf.
2025-07-20 15:57:54.190 | INFO     | src.retrieval:extract:35 - Extracted ./local_knowledge/03_Ranking/Feature-Crossing/2016 (Arxiv) [PNN] Product-based Neural Networks for User Response Prediction.pdf.
2025-07-20 15:58:00.931 | INFO     | src.retrieval:_build:136 - Index built 58/461:./local_knowledge/03_Ranking/Feature-Crossing/2016 (Arxiv) [PNN] Product-based Neural Networks for User Response Prediction.pdf.
2025-07-20 15:58:01.529 | INFO     | src.retrieval:extract:35 - Extracted ./local_knowledge/03_Ranking/Feature-Crossing/2017 (SIGIR) [NFM] Neural Factorization Machines for Sparse Predictive Analytics.pdf.
